0.00000   	59.3 
1.00150   	59.3 
2.00287   	59.2 
3.00001   	54.9 
4.00128   	55.1 
5.49525   	547.0
6.49541   	547.0
7.00378   	55.7 
8.95665   	0.0  
9.49628   	539.0
10.24664  	289.0
11.00503  	46.4 
12.00251  	42.3 
13.00425  	42.5 
14.49803  	534.0
15.00616  	42.4 
16.00352  	38.1 
18.62377  	1657.0
20.50577  	2539.0
21.13142  	2165.0
21.38177  	1409.0
22.25057  	1278.0
22.38091  	407.0
23.13180  	157.0
24.13265  	156.0
25.62658  	648.0
26.13403  	156.0
27.13502  	156.0
28.13177  	152.0
29.13352  	152.0
30.38490  	402.0
31.76289  	779.0
32.38731  	404.0
33.38936  	405.0
34.99254  	0.0  
35.13717  	144.0
37.00589  	1011.0
37.26210  	261.0
38.76329  	761.0
39.38866  	386.0
40.63953  	637.0
41.38316  	381.0
43.00246  	0.0  
43.26368  	261.0
44.39306  	389.0
45.14064  	135.0
46.14227  	135.0
47.39430  	385.0
48.26618  	257.0
49.39294  	382.0
50.51766  	505.0
51.14270  	131.0
52.14429  	131.0
53.14582  	131.0
54.64541  	629.0
55.14368  	127.0
56.39455  	376.0
58.13882  	1119.0
59.76457  	1745.0
59.89620  	876.0
60.64005  	620.0
61.52232  	502.0
62.14721  	127.0
63.39133  	370.0
64.14942  	127.0
65.15056  	127.0
66.14756  	122.0
67.27367  	248.0
68.14944  	122.0
69.15165  	122.0
70.52473  	494.0
72.03656  	0.0  
72.64405  	607.0
73.40257  	365.0
74.15208  	114.0
75.39480  	356.0
76.52042  	480.0
77.15450  	114.0
78.40358  	362.0
79.27842  	236.0
80.90193  	858.0
81.15356  	110.0
82.40594  	361.0
83.53094  	485.0
84.15582  	110.0
85.15261  	105.0
86.15357  	105.0
87.15509  	106.0
88.15647  	106.0
89.15784  	106.0
90.15894  	106.0
91.16014  	106.0
92.15697  	101.0
93.15885  	101.0
94.16070  	101.0
95.15834  	97.5 
96.16002  	97.6 
97.16158  	97.4 
98.16308  	97.4 
99.41033  	343.0
100.16114 	93.3 
101.16253 	93.3 
102.16371 	93.1 
103.53079 	459.0
104.41459 	343.0
105.53171 	459.0
106.16571 	93.3 
107.41460 	340.0
108.16450 	89.0 
109.16564 	88.9 
110.16721 	89.4 
111.16850 	89.1 
112.16550 	84.8 
113.16736 	84.7 
114.40987 	325.0
115.16660 	80.9 
116.41737 	330.0
117.41650 	328.0
118.16999 	80.6 
119.16772 	76.6 
120.16909 	76.2 
121.41837 	324.0
122.41273 	317.0
123.16898 	72.4 
124.17011 	72.0 
125.29962 	200.0
126.17284 	72.2 
127.42473 	322.0
128.17185 	68.2 
129.54866 	443.0
130.41692 	311.0
131.30076 	194.0
132.17548 	67.7 
133.17310 	63.5 
134.42735 	316.0
135.17588 	63.6 
136.17749 	63.4 
137.67627 	560.0
138.17525 	59.3 
139.17661 	59.2 
140.17800 	59.2 
141.17949 	59.3 
142.17678 	55.1 
144.12256 	0.0  
144.17778 	55.0 
145.17950 	55.5 
146.18062 	54.9 
147.42938 	302.0
148.18337 	55.0 
149.18016 	50.6 
150.42501 	293.0
151.17965 	46.7 
152.18138 	46.6 
153.68138 	544.0
154.18362 	46.6 
155.42666 	287.0
156.18613 	46.6 
157.18364 	42.3 
158.18540 	42.7 
159.18277 	38.1 
160.68589 	539.0
161.67903 	533.0
162.18800 	42.3 
163.31251 	165.0
164.31383 	165.0
165.31101 	161.0
167.30640 	1155.0
167.43952 	288.0
168.31251 	161.0
169.31364 	161.0
170.56689 	413.0
171.31465 	161.0
172.31614 	161.0
174.16466 	0.0  
174.31289 	148.0
175.31439 	148.0
176.44064 	273.0
177.31702 	148.0
178.31852 	148.0
179.31990 	148.0
180.31770 	144.0
181.44566 	270.0
183.17455 	0.0  
183.31892 	144.0
184.32016 	144.0
185.44365 	266.0
186.44290 	264.0
187.69540 	515.0
188.31979 	139.0
