0.00000   	967.0
0.12464   	93.3 
1.12647   	93.7 
2.12360   	89.0 
3.12473   	89.0 
4.12598   	89.1 
5.12707   	88.9 
6.12811   	88.9 
7.74549   	705.0
8.12899   	88.9 
9.38039   	339.0
10.25486  	213.0
11.12649  	84.6 
13.25361  	1210.0
14.05054  	0.0  
14.50422  	453.0
15.13164  	80.6 
16.12872  	76.2 
17.50538  	451.0
18.13037  	76.2 
19.13189  	76.3 
21.05635  	0.0  
21.13286  	76.3 
22.13011  	72.1 
23.13126  	72.0 
24.13251  	72.0 
26.07045  	0.0  
26.26086  	190.0
27.62688  	555.0
28.13411  	63.6 
29.13575  	63.5 
30.13750  	63.5 
31.13487  	59.2 
32.13636  	59.3 
34.08645  	0.0  
34.13750  	50.9 
35.38686  	299.0
36.51282  	425.0
37.13849  	50.9 
38.38087  	292.0
39.38936  	300.0
40.14011  	50.8 
41.13787  	46.6 
42.39036  	297.0
43.13988  	46.6 
45.10242  	0.0  
45.38967  	287.0
46.26802  	165.0
47.26405  	161.0
48.39362  	290.0
49.64400  	541.0
50.14499  	42.3 
51.64225  	538.0
52.51112  	407.0
53.26912  	165.0
54.51788  	413.0
55.51650  	411.0
56.39551  	290.0
57.39460  	289.0
58.51966  	414.0
59.14790  	42.4 
60.27238  	165.0
61.27276  	165.0
63.11448  	0.0  
63.27191  	157.0
64.39933  	284.0
65.27202  	156.0
66.27338  	157.0
67.40090  	284.0
68.40053  	283.0
69.27427  	156.0
70.27517  	156.0
71.52292  	403.0
72.52428  	404.0
73.40019  	280.0
74.52841  	408.0
75.27701  	156.0
77.12034  	0.0  
77.40337  	282.0
78.76988  	649.0
79.52854  	408.0
80.52999  	409.0
81.27751  	156.0
82.27893  	157.0
83.27868  	156.0
84.40401  	281.0
85.27989  	156.0
86.40475  	281.0
87.28128  	157.0
88.40355  	279.0
89.52466  	400.0
90.40839  	284.0
91.40890  	284.0
92.28151  	156.0
93.53501  	409.0
94.40941  	283.0
95.28315  	156.0
96.28402  	156.0
97.28490  	156.0
98.28567  	156.0
99.41215  	282.0
100.28263 	152.0
101.28742 	156.0
102.41100 	279.0
103.41197 	280.0
104.41054 	278.0
105.77995 	647.0
106.53020 	397.0
107.53040 	397.0
108.29003 	156.0
109.28665 	152.0
110.28729 	152.0
111.29171 	156.0
113.28966 	1154.0
113.54153 	399.0
114.41491 	272.0
115.29166 	148.0
116.29203 	148.0
117.29259 	148.0
118.53502 	390.0
119.29303 	148.0
121.14435 	0.0  
122.14435 	0.0  
122.29267 	148.0
123.53664 	392.0
124.29267 	148.0
125.29691 	152.0
126.29672 	151.0
127.54829 	402.0
128.54566 	399.0
130.04693 	900.0
130.42253 	276.0
